Name,Cardtype,Realms,Set,Types,Text,Flavortext,Power,Costs,Rarity,Prompt,Artwork 1,Artwork 2,Artwork 3,Artwork 4,Artwork 5,Artwork 6,Artwork 7,Artwork 8,Artwork 9,Artwork 10
Bloodthrone Ambassador,Unit,Void,1,Undead,Ritual: You may play an additional Unit this Turn.,Spilling blood is the only language all living things are fluent in.,2,"V, ?",Common,"bloodthrone ambassador, noble, charming, roses, man with dog with a rose collar on a leash, ancient roman, vampire, fantasy artwork",https://alpha.midjourney.com/jobs/c7659340-8595-49ab-87e8-84787ee78ffd?index=1,https://alpha.midjourney.com/jobs/c7659340-8595-49ab-87e8-84787ee78ffd?index=2,https://alpha.midjourney.com/jobs/263933fc-4153-44f6-a3cf-efe1c103b9c2?index=1,https://alpha.midjourney.com/jobs/02156549-476b-4ac1-89d0-6b01a7fbac8a?index=1,,,,,,
Bloodthrone Sovereign,Unit,Void,1,Hunter Undead,Ritual: Gain +4 Power. Ritual: Gain +4 Power.,"Her throne, a monument to eternal night; her will, an unyielding dominion over darkness.",2,"V, ?, ?, ?",Uncommon,"bloodthrone sovereign, crimson throne, crimson dress, from below, sitting on a throne, vampire queen, noble, charming, roses, ancient roman, fantasy artwork",https://alpha.midjourney.com/jobs/bc9ec0a0-e702-442d-9d1b-4dd0b5218bc6?index=1,https://alpha.midjourney.com/jobs/da6f42e6-7d2f-4e50-a16d-27cd86a9ca49?index=0,https://alpha.midjourney.com/jobs/24ce409b-3cca-4f46-b0b5-66ffc95c749d?index=3,https://alpha.midjourney.com/jobs/1ac0e8f7-151e-4422-8b8c-bf61ba5d1a53?index=3,https://alpha.midjourney.com/jobs/0e43359b-9b3e-4c45-beaf-af7d4832e628?index=1,https://alpha.midjourney.com/jobs/0e43359b-9b3e-4c45-beaf-af7d4832e628?index=0,,,,
Emissary of Darkness,Unit,Void,1,Human Wizard,Deploy: Draw the top Demon of your Deck. Shuffle your Deck.,Wise men resist the temptation of power - foolish men seek it.,3,"V, ?, ?, ?",Uncommon,"emissary of darkness, action shot, old man holding a demonic ritual, candles, pentagram, fantasy artwork",https://alpha.midjourney.com/jobs/9e7e3a54-7034-42ee-ac74-f645c0872798?index=0,https://alpha.midjourney.com/jobs/6a991d4a-f22b-4402-b948-a154d276644d?index=2,https://alpha.midjourney.com/jobs/efb0be74-b35e-4482-a701-ff734799e7ee?index=0,,,,,,,
Forsaken Chronicler,Unit,Void,1,Undead,Bury: draw a Card.,"His quill dips in secrets as dark as blood, chronicling the silent reign of the Forsaken over the city's heart.",3,"V, ?, ?",Common,"forsaken chronicler, smug, aristocratic, purple and blue, ancient roman, vampire, writing into a tome, fantasy artwork",https://alpha.midjourney.com/jobs/867b819c-c829-47c3-8610-fd48d857e853?index=3,https://alpha.midjourney.com/jobs/1857e517-7bc2-42e1-a0a0-89f8cc4d995f?index=3,,,,,,,,
Forsaken Soulshiv,Unit,Void,1,Undead,Deploy: Glimpse twice for each adjacent Void Unit.,"In the dim light, his fingers dance across ivory, each note a whisper of timeless longing.",3,"V, ?, ?",Common,"Forsaken, summoning a soul dagger, purple and blue, vampire, action shot, fantasy artwork",https://alpha.midjourney.com/jobs/07e23a6a-3294-407c-8982-8715f39c9382?index=2,https://alpha.midjourney.com/jobs/7e20bff2-8427-472d-840d-979a0755b2c8?index=0,https://alpha.midjourney.com/jobs/7e20bff2-8427-472d-840d-979a0755b2c8?index=2,https://alpha.midjourney.com/jobs/97e573ac-355c-4f18-a197-139751f6849a?index=0,,,,,,
Foul Corruptor,Unit,Void,1,Demon,Ritual: All friendly Void Units gain +1 Power.,"In her gaze lies the downfall of purity; in her touch, the rot of empires.",2,"V, ?",Common,"Foul corruptor, demonic seductress, whispering into the ear of a roman senator, fantasy artwork",https://alpha.midjourney.com/jobs/89824033-00a1-41d7-b25a-ba639c2b447f?index=2,https://alpha.midjourney.com/jobs/89824033-00a1-41d7-b25a-ba639c2b447f?index=0,https://alpha.midjourney.com/jobs/7b1de13c-b465-4213-9f2b-78dbc6c85132?index=3,https://alpha.midjourney.com/jobs/20878f04-6db4-4921-b3e8-78b32c691849?index=1,https://alpha.midjourney.com/jobs/4f39b32a-12f3-4f33-8926-33849565856d?index=0,https://alpha.midjourney.com/jobs/5bae7113-2f5a-4b73-87f4-6d9b78e7eeee?index=1,https://alpha.midjourney.com/jobs/90cb352a-64aa-4121-b30d-4872d4707c75?index=0,https://alpha.midjourney.com/jobs/be9e33df-53e3-4ba9-b78d-a638dd795217?index=0,https://alpha.midjourney.com/jobs/99567b88-2374-4ea8-b28b-a5f05e5585b5?index=3,
Ghoulflesh Devourer,Unit,Void,1,Dinosaur Undead,"Whenever an enemy Unit with less Power is deployed adjacently, gain +1 Power.","Feasting on the meek, it grows ever stronger, a monstrous amalgam of death and dragon might.",4,"V, ?, ?, ?",Common,"undead dinosaur, pale scales, action shot, in the desert, searing sun, fantasy artwork",https://alpha.midjourney.com/jobs/fd4571f3-05ac-44eb-bb05-b7f87755ff5f?index=2,https://alpha.midjourney.com/jobs/2015eae7-f8fe-4ae3-9e86-68fc8209e0f9?index=1,https://alpha.midjourney.com/jobs/56423885-c0d3-4de9-84f2-5841ca663db4?index=0,https://alpha.midjourney.com/jobs/3368ea80-eb99-431a-b18e-c6209d8c03da?index=0,https://alpha.midjourney.com/jobs/3368ea80-eb99-431a-b18e-c6209d8c03da?index=3,https://alpha.midjourney.com/jobs/9ed9297c-ced3-4ec8-b6c9-6a710831a6fb?index=2,,,,
Grinning Amphora,Unit,Void,1,Construct Demon,Deploy: Draw two Cards.,"Its grin speaks of boundless greed, yet none truly know its purpose.",0,"V, ?, ?",Common,"grinning amphora, ancient greek, wide grin, bright, happy, smile, pot of greed, brown, fantasy artwork",https://alpha.midjourney.com/jobs/6cfaf2cf-9b54-457e-bb4e-122d7a36e929?index=1,https://alpha.midjourney.com/jobs/eabb5d2b-34af-44b6-986e-b1f24cc82748?index=0,https://alpha.midjourney.com/jobs/eabb5d2b-34af-44b6-986e-b1f24cc82748?index=2,https://alpha.midjourney.com/jobs/d51c42a9-d21b-455b-b717-2e711e19f0d6?index=0,https://alpha.midjourney.com/jobs/d51c42a9-d21b-455b-b717-2e711e19f0d6?index=2,https://alpha.midjourney.com/jobs/d51c42a9-d21b-455b-b717-2e711e19f0d6?index=3,https://alpha.midjourney.com/jobs/b392fba2-9f4d-4b44-8089-24bd297605d2?index=3,https://alpha.midjourney.com/jobs/2d9d297a-3f82-4914-a300-7c37c26ac936?index=0,,
Intrusive Ambassador,Unit,Void,1,Demon Human,"Deploy: Draw two Cards, then put two Cards from your Hand to the bottom of the Deck. ","A demon's counsel is a double-edged sword; one edge cuts through lies, the other through the listener.",4,"V, V, ?, ?, ?",Uncommon,"intrusive advisor, demonic, wise man, wearing a cloak, looking at a tome, deep contemplation",https://alpha.midjourney.com/jobs/9c727ff6-c46f-495a-8745-eb3feef08a58?index=2,https://alpha.midjourney.com/jobs/3b94e074-2b90-4fa3-bb5b-c3a7d3664e1b?index=2,https://alpha.midjourney.com/jobs/d14b775f-e7b0-42bf-a5a7-ee4e093d8287?index=2,https://alpha.midjourney.com/jobs/d14b775f-e7b0-42bf-a5a7-ee4e093d8287?index=0,https://alpha.midjourney.com/jobs/22fa481a-78f9-4baa-8123-8872b633cc3c?index=0,,,,,
Guardian of Heaven,,Divine,3,"Angel, Warrior","Deploy: If you are trailing by 2 or more Units, gain +3 Power, Ward and Fear.",,4,"D, D, ?, ?",Uncommon,,,,,,,,,,,
Bringer of Pestilence,,Void,3,"Insect, Undead",Start of your Turn: You may bury a friendly Unit to give this +2 Power and Taunt.,,3,"V, V, V, ?",Rare,,,,,,,,,,,
Crazed Acolyte,,Mortal,3,Human,Deploy: Corrupt.,,1,"M, ?",Common,,,,,,,,,,,
Haze Hermit,,Elemental,3,Wizard,Channel: Glimpse 5.,,3,"E, ?",Common,,,,,,,,,,,
Ancient Lamp,,Elemental Void,3,"Construct, Demon, Spirit",Deploy: Corrupt yourself.,,6,"E, D, ?",Uncommon,,,,,,,,,,,
Oblivion,,Divine Void,3,"Crystalblight, Spirit",Deploy: Corrupt for each friendly buried Crystal and each friendly Crystalblight.,,5,"D, V, ?, ?, ?, ?, ?",Rare,,,,,,,,,,,
Sovereign of the Rejuvenating Springs,,Nature,3,"Animal, Plant",Deploy and Crystallize: Exhausted: Draw a Card.,,5,"N, N, ?, ?, ?, ?",Uncommon,,,,,,,,,,,
Pegasus,,Divine,3,Animal,Deploy: Gain Winged 2.,,2,"D, ?",Common,,,,,,,,,,,
Blinking Onyxion,,Elemental,3,"Dragon, Wizard",Channel: Give a Unit +2 Power.,,3,"E, ?, ?",Common,,,,,,,,,,,
Dragon Queen Thalis,,Elemental Mortal,3,"Human, Warrior",Ally of Dragon: All friendly Dragons gain Winged 1 and +1 Power.,,3,"E, M, M",Uncommon,,,,,,,,,,,
Fuming Fukuisaur,,Void,3,"Demon, Dinosaur",Deploy: Corrupt. Corrupt.,,,,,,,,,,,,,,,
Spreading Spore,,Nature,3,Plant,Deploy: Exhausted: Three friendly Units gain +1 Power.,,3,"N, ?, ?",Common,,,,,,,,,,,
Nightmare Creeper,,Void,3,"Demon, Insect",Deploy: Gain Fear. Channel: Corrupt and obscure 2.,,4,"V, ?, ?, ?",Uncommon,,,,,,,,,,,
Chapel Watcher,,Mortal Divine,3,Angel,Crystallize: A friendly Unit gains Winged 1.,,3,"M, D, ?",Common,,,,,,,,,,,
Luring Flametooth,,Elemental,3,"Dragon, Hunter",Deploy: Gain Taunt and Winged 1.,,5,"E, E, ?, ?, ?",Common,,,,,,,,,,,
Shardsplosion,,Divine,3,Construct,Ambush: When a Unit was played adjacently this Turn and adjacent Units have a total of 15 or more Power. Unearth: Bury all adjacent Units.,,0,"D, D, ?, ?, ?, ?, ?",Uncommon,,,,,,,,,,,
Dragoncaller,,Elemental,3,"Human, Wizard","When your Opponent conquers this Lane, you may deploy a friendly Dragon Crystal adjacently.",,2,"E, ?",Uncommon,,,,,,,,,,,
Stalagmite Twin,,Nature,3,Construct,Crystallize: Gain Crystalborn. Deploy: Gain Ward. Conquer: Deploy the top Construct of your Deck adjacently.,,3,"N, N, ?, ?, ?",Rare,,,,,,,,,,,
Bloodthrone Sovereign,,Void,3,"Undead, Hunter",Ritual: Gain +4 Power. Ritual: Gain +4 Power.,,2,"V, ?, ?, ?",Rare,,,,,,,,,,,
Desert Mirage,,Divine,3,Spirit,Ambush: A Unit was deployed this Turn and there are empty adjacent Slots. Unearth: You may swap this with another friendly Unit.,Unearth ,3,"D, D, ?, ?",Common,,,,,,,,,,,
Heavenbound Heka-Mage,,Divine,3,"Angel, Wizard",Deploy: Gain Winged 1.,,5,"D, D, ?, ?, ?, ?",Common,,,,,,,,,,,
Twilight Sorceress,,Divine Void,3,Demon Wizard,"Deploy: Gain Ward. Whenever a friendly Unit with a ""Choose one"" ability is deployed, you can use both abilities.",,,,Uncommon,,,,,,,,,,,
Twinfang Huntcaller,,Elemental,3,Dragon,"Crystallize: Whenever a Unit unleashes this Turn, copy its 'Unleash' ability.",Ramp Copy ,,,Uncommon,,,,,,,,,,,
Vanguard Diviner,,Divine Mortal,3,Angel Spirit,Deploy: Ward. Ally of Mortal: Glimpse equal to an adjacent friendly Unit's Power.,Mortal ,,,Uncommon,,,,,,,,,,,
,,,3,,"When this is a Crystal and gets buried, ",,,,,,,,,,,,,,,
,,,3,Plant Spirit,,,,,,,,,,,,,,,,
,,,3,,"Deploy: If you control two Angels and two Demons,",,,,,,,,,,,,,,,
Behemoth Guider,,Nature,3,Human,Deploy: Gain Power equal to a friendly Crystal with the lowest Power.,,1,"N, N, ?",Common,,,,,,,,,,,
,,,3,,All Units cost <?> more.,,,,,,,,,,,,,,,
The Yesterknight,,Mortal,3,Crusader,All friendly Crusaders,,,,,,,,,,,,,,,
Young Alchemist,,Mortal,3,Human Wizard,,,Common,,,,,,,,,,,,,
Mirrorkin,,,3,,Ambush: An enemy Unit is deployed adjacently. Unearth: Gain Power equal to an adjacent enemy Unit's Power.,,,,,,,,,,,,,,,
,,,3,,Irgendirgendwas Ägypten Einbalsamierung (Take control of Unit???),,,,,,,,,,,,,,,
,,,3,,Bannerbearer Tribal,,,,,,,,,,,,,,,
,,,3,,Ally of Nature: ... Ally of Divine: ... Ally of Elemental: ....,,,,,,,,,,,,,,,
Ticking Tick,,,3,"Construct, Insect",Start of Turn: You may bury this to return an adjacent Unit to its owner's hand.,,,,,,,,,,,,,,,
,,,3,,"Whenever a non-Dragon Unit gains Power, gain +1 Power.",,,,,,,,,,,,,,,
Blue Sucker,,,3,Crystalblight,Deploy: Bury any number of friendly Mortal Crystals. Gain +2 Power for each.,,,,,,,,,,,,,,,
Green Sucker,,,3,Crystalblight,Deploy: Bury any number of friendly Nature Crystals. Gain +2 Power for each.,,,,,,,,,,,,,,,
Yellow Sucker,,,3,Crystalblight,Deploy: Bury any number of friendly Divine Crystals. Gain +2 Power for each.,,,,,,,,,,,,,,,
Purple Sucker,,,3,Crystalblight,Deploy: Bury any number of friendly Void Crystals. Gain +2 Power for each.,,,,,,,,,,,,,,,
Red Sucker,,,3,Crystalblight,Deploy: Bury any number of friendly Elemental Crystals. Gain +2 Power for each.,,,,,,,,,,,,,,,
Twilight Conduit,,Divine Void,3,,Unleash <D><D><V><V>: Draw a Card.,,,"D, V, ?",Uncommon,,,,,,,,,,,
,,,3,,When this gets buried: Christallize and unearth this.,,,,,,,,,,,,,,,
Shaman of the Scale,,Elemental,3,,"When your Opponent conquers this Lane, you may deploy (a friendly Dragon Crystal | the top Dragon of your Deck) adjacently.",,,,,,,,,,,,,,,
Nethersilk Moth,Unit,Void,1,Demon Insect,"Whenever a friendly Void Unit is deployed adjacently, gain +2 Power.","Drawn to the void's cold embrace, each nearby shadow fuels its ghostly wings.",1,"V, ?",Common,"nethersilk moth, fantasy artwork",https://alpha.midjourney.com/jobs/721d5d72-5e1b-492d-a65a-671dc46df53a?index=3,https://alpha.midjourney.com/jobs/721d5d72-5e1b-492d-a65a-671dc46df53a?index=0,https://alpha.midjourney.com/jobs/a9ccb994-28ac-424d-a80c-a74d62f592c9?index=1,https://alpha.midjourney.com/jobs/6d8f687e-3016-4046-b7dc-d01ad76ff4be?index=3,,,,,,
Nightmare Penguin,Unit,Void,1,Animal Demon,Deploy: Gain Fear.,"What was whispered as a tale to scare children skulks in the darkness, a terrifying truth behind the fable.",3,"V, ?, ?",Common,"nightmare penguin, frozen wasteland, beak, red glowing eyes, fantasy artwork",https://alpha.midjourney.com/jobs/9a41f8d3-5bc5-4d9b-81c3-e95ef5b1479e?index=2,https://alpha.midjourney.com/jobs/17c5c75e-e1c2-4ce4-a33f-2c72a7754f18?index=1,https://alpha.midjourney.com/jobs/536617b6-2031-4c60-aee8-5c7d124d29a1?index=3,https://alpha.midjourney.com/jobs/9909c810-1d1a-4522-9746-608c8037fb22?index=1,https://alpha.midjourney.com/jobs/9909c810-1d1a-4522-9746-608c8037fb22?index=2,https://alpha.midjourney.com/jobs/04085c59-02b2-4615-a629-0a24c3e14894?index=0,https://alpha.midjourney.com/jobs/04085c59-02b2-4615-a629-0a24c3e14894?index=1,https://alpha.midjourney.com/jobs/ae6a24ea-f137-4d87-a4f0-375045bce929?index=0,,
Possessed Vermin Brood,Unit,Void,1,Animal Demon,Ambush: An enemy Unit was deployed adjacently this Turn. Unearth: Gain Taunt.,"A swarm tainted by darkness, their numbers are as endless as their hunger.",4,"V, V, ?, ?",Common,"possessed vermin brood, evil demonic rats, fantasy artwork",https://alpha.midjourney.com/jobs/5d3ff22a-635c-49a0-947e-22c88e092c1d?index=2,https://alpha.midjourney.com/jobs/c8c47bdb-5783-4472-8113-a503b7a339de?index=0,https://alpha.midjourney.com/jobs/c8c47bdb-5783-4472-8113-a503b7a339de?index=2,,,,,,,
Shadowsting Scorpion,Unit,Void,1,Hunter Insect,Ambush: An enemy Unit was deployed adjacently this Turn. Unearth: Return an adjacent Unit to its owner's Hand.,Death's whisper on eight silent legs.,4,"V, V, ?, ?",Common,"shadowsting scorpion, fantasy artwork",https://alpha.midjourney.com/jobs/d85a9ebe-d10f-41c3-8c3f-8f39e905f0f7?index=2,https://alpha.midjourney.com/jobs/686f79ee-72a4-4494-84de-527749b07bc1?index=0,,,,,,,,
Shiverskull,Unit,Void,1,Undead Warrior,Deploy: All friendly Void Units gain Fear.,"His every step is a reminder of mortality's cruel jest; his blade, a sharp retort.",5,"V, V, ?, ?, ?",Uncommon,"shiverskull, demon fish warrior, fantasy artwork",https://alpha.midjourney.com/jobs/b816314c-3b2a-4218-b988-7d8a32017561?index=0,https://alpha.midjourney.com/jobs/b816314c-3b2a-4218-b988-7d8a32017561?index=3,https://alpha.midjourney.com/jobs/c2f4baf1-31f1-4606-bf23-6d1860caa636?index=1,https://alpha.midjourney.com/jobs/c2f4baf1-31f1-4606-bf23-6d1860caa636?index=2,https://alpha.midjourney.com/jobs/1051c755-b7be-4af9-b7f5-630390db8721?index=2,,,,,
Skull Crow,Unit,Void,1,Animal Undead,Deploy: Your Opponent buries one of their Units.,"With eyes like ghostly lanterns, the guardian of the graveyards watches from above.",1,"V, ?, ?",Uncommon,"little raven with bone head, bird, spreading its wings, looking at the viewer, boney wings, style of ancient painting, fantasy card game artwork --no human, humanoid, fire, sparks --chaos 35 --ar 5:7 --iw 0.25 --v 6.1",https://www.midjourney.com/jobs/daa5df80-5847-4fa3-b98f-9e5564d261e0?index=0,https://www.midjourney.com/jobs/daa5df80-5847-4fa3-b98f-9e5564d261e0?index=3,https://www.midjourney.com/jobs/f2f0d1d5-448c-41c9-aeee-7989cce9f4b1?index=0,https://www.midjourney.com/jobs/ff03a905-8b47-4bd9-928f-24dcb019a190?index=1,https://alpha.midjourney.com/jobs/5ac52d41-3ad4-459d-b8d6-8c2cc855a039?index=3,https://alpha.midjourney.com/jobs/43030d91-8b9c-4935-9aab-5de2c288506e?index=2,,,,
Symbiotic Crawler,Unit,Void,1,Demon Plant,Deploy: Another friendly Void Unit in this Lane gains +1 Power and Fear.,"In the shadow of its tendrils, life withers, feeding this sinister, parasitic growth.",2,"V, ?",Common,"crawling demonic plant, cute and beautiful flower, style of ancient painting, fantasy card game artwork --no human, humanoid, fire, sparks --chaos 35 --ar 5:7 --iw 0.25 --v 6.1",https://www.midjourney.com/jobs/f90f6950-8d45-4b82-98fe-6ad9bb1f3bb3?index=0,https://www.midjourney.com/jobs/f90f6950-8d45-4b82-98fe-6ad9bb1f3bb3?index=3,https://www.midjourney.com/jobs/f90f6950-8d45-4b82-98fe-6ad9bb1f3bb3?index=2,https://www.midjourney.com/jobs/88ec9dfa-d82b-4beb-804a-4ec0ac518a50?index=2,https://www.midjourney.com/jobs/83f33e56-5ef0-478d-a89a-26f7c2b2c30c?index=0,https://www.midjourney.com/jobs/83f33e56-5ef0-478d-a89a-26f7c2b2c30c?index=3,,,,
Nightreaper,Unit,Void,1,Demon Spirit,Deploy: Gain Fear. Bury a friendly Unit and a friendly Crystal.,"Cloaked in midnight, he reaps souls with a blade that slices through fate and time, an eternal arbiter of the inevitable.",9,"V, V, ?, ?",Rare,"nightreaper, faceless beduin spirit, with very long black sleeves floating in the wind, holding a long curved glowing ritual dagger, silent empty desert, peaceful, night sky with stars and darkness, oriental myth, jewelry, surreal, action shot, from afar, desolation, style of ancient painting, fantasy card game artwork --no face, fire, sparks --chaos 40 --ar 5:7 --iw 0.28 --v 6.1",https://www.midjourney.com/jobs/54a955fa-4cf9-4ad7-a49d-3d9d28a206ad?index=1,https://www.midjourney.com/jobs/3432df11-bef6-4eda-b76e-b4eb16b94be1?index=3,https://www.midjourney.com/jobs/3a147f13-6f59-44b7-8b20-2b2f8cbec4e3?index=3,https://www.midjourney.com/jobs/518a6ecb-c3fa-47f3-9af1-951f280135b2?index=0,https://www.midjourney.com/jobs/518a6ecb-c3fa-47f3-9af1-951f280135b2?index=2,https://www.midjourney.com/jobs/d10de1b7-898f-4645-92ce-e778e24c0c6d?index=3,,,,
The Forsaken King,Unit,Void,1,Angel Demon,"Ritual of Angel: Gain +2 Power, Taunt and Ward. Ritual of Demon: Draw 3 Cards. ","In his fall, a kingdom was born, straddling the blurred lines between redemption and ruin.",6,"V, V, ?, ?, ?, ?",Rare,"demon angel king, sitting on throne, shadow and fog, black mask and crown, fantasy card game artwork, style of ancient painting --no face, fire, sparks --chaos 35 --ar 5:7 --iw 0.5 --v 6.1",https://www.midjourney.com/jobs/ceffc422-8f67-4373-b88f-9001f745346e?index=3,https://www.midjourney.com/jobs/329c884d-b09a-4e73-aaa6-624bb2faf437?index=0,https://www.midjourney.com/jobs/d7dca630-c76d-42db-8c8e-098b170c9f61?index=0,,,,,,,
Gorgon Serpentress,Unit,Void,1,Demon Hunter,"Deploy: Crystallize an adjacent Unit and if that Unit was a Human, draw two Cards. Gain Fear.",,6,"V, V, ?, ?, ?, ?, ?",Rare,"gorgon serpentress, snake hair, persian princess, thorny diadem, hunting with a dagger, sprinting, action shot, golden luxurious scale full body armor, black jewelry, majestic, fantasy card game artwork, in the style of an ancient painting --no fire, sparks, chest --chaos 30 --ar 5:7 --iw 0.3 --v 6.1",https://www.midjourney.com/jobs/fe64b7e6-2440-4d46-a4c5-1101d3bf5f3d?index=2,https://www.midjourney.com/jobs/0dc2f6bf-8e60-4443-8ca9-01ae9d2c452f?index=3,https://www.midjourney.com/jobs/0dc2f6bf-8e60-4443-8ca9-01ae9d2c452f?index=1,https://www.midjourney.com/jobs/46d3e87b-dfdf-4208-b209-43eb59d25124?index=3,https://www.midjourney.com/jobs/e6b4dd99-8a01-416c-8bfc-b09999257964?index=0,https://www.midjourney.com/jobs/07eb6c29-8494-4c11-a4e7-b612a9696f60?index=1,https://www.midjourney.com/jobs/d0b52e1f-9803-4fca-8f47-ba7ad90ee845?index=2,https://www.midjourney.com/jobs/d0b52e1f-9803-4fca-8f47-ba7ad90ee845?index=3,,
Ill-Tempered Imp,Unit,Void,1,Demon Wizard,,Within its volatile gaze lies a mischief only the brave dare to decipher.,1,V,Common,"little devil, throwing forks, little assassin, bat wings, fantasy card game artwork, in the style of an ancient painting --no fire, sparks --chaos 30 --ar 5:7 --iw 0.25 --v 6.1",https://www.midjourney.com/jobs/b701efe8-1aeb-4fc1-b2fd-54656d5acc9b?index=2,https://www.midjourney.com/jobs/79bb5089-1ab6-4752-ac4e-59d397d4af89?index=1,,,,,,,,
Nightbloom Owl,Unit,Void,1,Animal Plant,,,2,"V, ?",Common,"nightbloom owl, flower owl, dark, spoopy, sp00ky, card game artwork, in the style of an ancient painting --no flames, fire --chaos 25 --ar 5:7 --iw 0.2 --v 6.1",https://www.midjourney.com/jobs/6c58f11f-2c5c-4343-bafa-89c85f0d6bab?index=0,https://www.midjourney.com/jobs/04324003-0364-4d0e-b28e-cb9f4a2554e2?index=0,https://www.midjourney.com/jobs/04324003-0364-4d0e-b28e-cb9f4a2554e2?index=2,https://www.midjourney.com/jobs/04324003-0364-4d0e-b28e-cb9f4a2554e2?index=3,https://www.midjourney.com/jobs/af796306-fa16-40f5-9f28-2a1b84a1f3ab?index=1,,,,,
Shroom Behemoth,Unit,Void,1,Plant Undead,,"A colossal fusion of fungus and might, looming large from the forest's hidden depths.",5,"V, V, ?, ?",Common,"gigantic shroom behemoth, faceless, fungus giant, megalophobia, shot from below, dangerous, card game artwork, in the style of an ancient painting, colorless ambience, gray, swamp --no face--chaos 25 --ar 5:7 --iw 0.2 --v 6.1",https://www.midjourney.com/jobs/9d276849-3be7-4a19-8a23-be0e88fd505b?index=0,https://www.midjourney.com/jobs/9d276849-3be7-4a19-8a23-be0e88fd505b?index=2,https://www.midjourney.com/jobs/9d276849-3be7-4a19-8a23-be0e88fd505b?index=3,https://www.midjourney.com/jobs/689c4844-d4f2-4395-9092-dc50d63f0541?index=0,https://www.midjourney.com/jobs/689c4844-d4f2-4395-9092-dc50d63f0541?index=3,https://www.midjourney.com/jobs/880ee418-cfc5-4423-92a4-d5c3264c546a?index=2,https://www.midjourney.com/jobs/5c478fb9-7816-41dd-b67b-2e723d70b953?index=2,,,
Hellblade,Unit,Void,1,Demon Warrior,,"Forged in the deepest fires, sheathed in eternal darkness.",6,"V, V, ?, ?, ?",Common,"demon warrior, daedalic armor, black mask, full-body armor, heavy sword, shot from below, menacing, action shot, card game artwork, in the style of an ancient painting, middle eastern oriental vibes, --no face--chaos 25 --ar 5:7 --iw 0.2 --v 6.1",https://www.midjourney.com/jobs/65cffa49-030d-4bf0-8642-4b296917b9f0?index=1,https://www.midjourney.com/jobs/65cffa49-030d-4bf0-8642-4b296917b9f0?index=3,https://www.midjourney.com/jobs/54e5785d-426b-4577-8b6f-9860501a149d?index=0,https://www.midjourney.com/jobs/54e5785d-426b-4577-8b6f-9860501a149d?index=1,https://www.midjourney.com/jobs/54e5785d-426b-4577-8b6f-9860501a149d?index=3,https://www.midjourney.com/jobs/f1f51a3a-0295-445c-9c9a-dfd9d9b423b5?index=3,https://www.midjourney.com/jobs/a01f0b5d-1d81-4499-9574-a9009c478114?index=2,https://www.midjourney.com/jobs/a01f0b5d-1d81-4499-9574-a9009c478114?index=1,,
Eclipse Dragon,Unit,Void,1,Dragon Undead,,Mikazuki no Yaiba Type Beat,4,"V, ?, ?, ?",Common,"bone dragon, in front of eclipse moon and sun, spreading its wings, dark night, card game artwork, in the style of an ancient painting, purple ambience, black bones, spewing clouds --no human, humanoid, red --chaos 25 --ar 5:7 --iw 0.3 --v 6.1",https://www.midjourney.com/jobs/537aae6e-8ea5-477b-af84-e4fd575571d9?index=1,,https://www.midjourney.com/jobs/35b3b0d5-f19b-454b-afb8-1c9e3ca5c237?index=2,https://www.midjourney.com/jobs/53604f6e-a5f0-4ffd-8781-191a91af181c?index=3,https://www.midjourney.com/jobs/22ed9dd0-ef61-4a2c-b520-80e30f3a0494?index=1,https://www.midjourney.com/jobs/f7f509f6-018d-40bc-9607-6413df49cc52?index=0,https://alpha.midjourney.com/jobs/a2b26672-b168-401b-8bc1-ced9abb7a9ab?index=2,https://alpha.midjourney.com/jobs/6c433f49-6ea9-4361-8f87-4ec5684ed783?index=0,,
Scythe Abomination,Unit,Void,1,Construct Spirit,,,3,"V, ?, ?",Common,"stone reaper statue, machine construct, glowing red eyes, in a cathedral, holding a gigantic red-tainted scythe in each hand, otherwordly, grotesque, desolate cathedral, bats, fantasy card game artwork, in the style of an ancient painting --no flame, explosion, fire, glow, bones, skeleton, modern --chaos 30 --ar 5:7 --iw 0.3 --v 6.1",https://www.midjourney.com/jobs/08adc7c0-5814-4f2a-9b13-b88efe40751e?index=3,https://www.midjourney.com/jobs/08adc7c0-5814-4f2a-9b13-b88efe40751e?index=0,https://www.midjourney.com/jobs/5e43144d-d6b4-4bd5-94b6-0a6ddeeb751d?index=1,https://www.midjourney.com/jobs/e7678ed2-bc5b-40da-a284-57aab18a35b3?index=1,https://alpha.midjourney.com/jobs/8f5ae3e2-dfc9-4a76-8cf5-00a6d1c78db6?index=1,https://alpha.midjourney.com/jobs/6437093e-a986-45c7-980b-51516c02106c?index=1,https://alpha.midjourney.com/jobs/6034d887-e0b2-48be-9f74-002ac9b14e5a?index=2,https://alpha.midjourney.com/jobs/6034d887-e0b2-48be-9f74-002ac9b14e5a?index=3,https://alpha.midjourney.com/jobs/daddadee-b55d-401a-adec-44c82a9e917d?index=1,
