Name,Realms,Set,Types,Text,Flavortext,Power,Costs,Rarity,Prompt,Artwork 1,Artwork 2,Artwork 3,Artwork 4,Artwork 5,Artwork 6,Artwork 7,Artwork 8,Artwork 9,Artwork 10
Pyroclastic Zombie,Elemental Void,1,Undead,Ambush: The Opponent conquered this Lane this Turn.,"Born from flames and madness, he lumbers through the shadows, an urban legend made flesh and fire.",5,"E, V, ?, ?, ?",Uncommon,"pyroclastic zombie, made out of magma, glowing from within",https://alpha.midjourney.com/jobs/66f83bd6-353d-4924-b469-c22fdaf65162?index=2,https://alpha.midjourney.com/jobs/21d93227-da2e-4a58-8af8-8d84f202d465?index=1,https://alpha.midjourney.com/jobs/de56e6d6-8aad-4bd2-87f9-f0c5f1ec9d8d?index=0,https://alpha.midjourney.com/jobs/57f88d60-31a2-4dbc-a2ac-7dd5f12faad2?index=1,https://alpha.midjourney.com/jobs/2148c090-768e-48c9-837a-fed7af76f1c3?index=1,https://alpha.midjourney.com/jobs/59597b80-8b3f-4d4b-806c-dcf5365bda0f?index=2,,,,
Old Fisherman,Mortal,2,Human Hunter,"Deploy: Gain Taunt. Whenever an Rare Unit is deployed adjacently, gain +3 Power.","Ayo, son! Look at that catch!",3,"M, ?, ?, ?, ?",Common,,,,,,,,,,,
Wasteland Overlord,Elemental Void,1,Demon Dragon,"Deploy: Gain Fear. Whenever you deploy a Unit adjacently, that Unit gains Fear.","A dragon reborn as a demon of wrath, his rampage carves a path of desolation, unstoppable and unguided.",5,"E, V, ?, ?",Rare,"bone winged drake, flying, wasteland dragon",https://alpha.midjourney.com/jobs/721910bd-16ac-4a72-aa68-a72421d90c86?index=1,https://alpha.midjourney.com/jobs/e4ab81e9-3fd7-4319-9c94-67577b4742fc?index=1,https://alpha.midjourney.com/jobs/672168db-d4c7-464a-9a08-3f0b7300f117?index=0,,,,,,,
Pinwheel Illusionist,Mortal,2,Human Wizard,Deploy: You may copy the 'Deploy' ability of a friendly Mortal Unit in this Lane.,"With each gesture, he captures the essence of another, a spectral echo of their abilities becoming his own.",3,"M, M, ?, ?",Uncommon,,,,,,,,,,,
Skulloath Marauder,Elemental Void,1,Bannerbearer Undead Warrior,,"Bound by dark pacts and whispered curses, he plunders, leaving only desolation in his wake.",2,"E, V",Common,"boneoath marauder, mongol, bronze skull mask, banner bearer, carrying a banner",https://alpha.midjourney.com/jobs/9837fc27-5358-46a5-b2d5-4b2eccd5199c?index=0,https://alpha.midjourney.com/jobs/1611e437-755b-410f-b205-ccef721ff7ae?index=1,https://alpha.midjourney.com/jobs/1611e437-755b-410f-b205-ccef721ff7ae?index=2,https://alpha.midjourney.com/jobs/d0513e19-1ac0-4d65-b7d1-c084eaa39eb1?index=1,https://alpha.midjourney.com/jobs/cb5a0d7d-cfdf-4743-8f88-5b4c20641ec8?index=0,https://alpha.midjourney.com/jobs/0e38f1ce-471e-455b-890a-7a46d67a8c3c?index=3,https://alpha.midjourney.com/jobs/651c5e10-daa8-4734-8d9e-45e6e71afe5e?index=3,https://alpha.midjourney.com/jobs/b305aa77-1f10-402e-b176-99e909abfb9d?index=3,https://alpha.midjourney.com/jobs/3f1e36e7-8385-4701-8ad1-a8a145d654d4?index=2,https://alpha.midjourney.com/jobs/05ead972-45fd-4d93-b3b6-736da52e9d68?index=1
Alchemist's Incense,Mortal,1,Plant Wizard,Ally Wizard: Glimpse 2.,In his vials swirl the future of medicine and perhaps the key to untold power.,3,"M, ?, ?",Common,"plant human hybrid, holding burning incense in hand",https://alpha.midjourney.com/jobs/acb30613-f9af-4a64-81e9-e6b568cba824?index=2,https://alpha.midjourney.com/jobs/f8601415-70ff-4ce2-aed0-f550f9d08f3d?index=0,https://alpha.midjourney.com/jobs/f8601415-70ff-4ce2-aed0-f550f9d08f3d?index=1,https://alpha.midjourney.com/jobs/f8601415-70ff-4ce2-aed0-f550f9d08f3d?index=2,https://alpha.midjourney.com/jobs/2a292725-24e5-4da2-ae58-2f0eadedb275?index=2,https://alpha.midjourney.com/jobs/f8601415-70ff-4ce2-aed0-f550f9d08f3d?index=0,https://alpha.midjourney.com/jobs/3b50b5d8-08a1-4b97-8366-8e40ccb84ae0?index=3,,,
Quadriga of Triumph,Mortal,2,Construct,Crystallize: Gain Crystalborn. Conquer: All friendly Units in the conquered Lane gain +1 Power.,"From the thunder of war to the silence of memory, this monument bears the legacy of an empire's greatest triumphs.",3,"M, M, ?, ?",Uncommon,,,,,,,,,,,
Ambrosia Bee,Mortal,1,Insect,"Whenever a friendly Mortal Unit is deployed adjacently, gain +2 Power.","From flower to hive, it crafts a honey so divine, battles are waged over mere droplets of its golden essence.",1,"M, ?",Common,"bee, fuzzy, ambrosia, fantasy",https://alpha.midjourney.com/jobs/86b3223b-25b2-49c4-9ba0-56eef1eedbbf?index=1,https://alpha.midjourney.com/jobs/aea064ae-88ea-47ba-a280-c9e470d12b69?index=2,https://alpha.midjourney.com/jobs/8e48c3ce-1b90-4253-abcc-2da0b25ad425?index=1,https://alpha.midjourney.com/jobs/64dbf7d3-51d9-49d7-826e-908e3f7f1760?index=1,https://alpha.midjourney.com/jobs/64dbf7d3-51d9-49d7-826e-908e3f7f1760?index=0,https://alpha.midjourney.com/jobs/3f24055e-e0a2-47c1-8470-64c33d0f6866?index=2,https://alpha.midjourney.com/jobs/7ebb9929-e2ad-442f-b9a8-ea6f82e7e006?index=3,,,
Recruiting Officer,Mortal,2,Human,Deploy: Draw the top Card of your Deck that shares a Type with an adjacent friendly Unit. Shuffle your deck.,"More than a mere selector, he is a sculptor of potential, molding the empire's greatest asset – its warriors.",3,"M, M, ?, ?",Uncommon,,,,,,,,,,,
Remnant of the Quiet Springs,Mortal,0,Animal Spirit,Crystallize: A friendly Animal Unit gets +1 Power for each adjacent free Slot.,"With every gentle hop, it weaves enchantment, protecting a spring whose whispers speak of ageless mysteries.",4,"M, ?, ?, ?, ?",Uncommon,,,,,,,,,,,
Sandring Pridemane,Mortal,2,Animal Warrior,"Deploy: Gain Fear. If you are Leading in Lanes, gain +4 Power.",Lead,2,"M, M, ?",Uncommon,,,,,,,,,,,
Filthy Peasant,Mortal,1,Human,Deploy: Gain Taunt.,"In the shadow of grand coliseums and marble halls, he toils, an eternal cog in the city's endless sprawl.",1,M,Common,"filthy peasant, ancient roman farmer, in the field, golden hour",https://alpha.midjourney.com/jobs/8681b697-3ab5-4ab3-8d4d-13ada408b719?index=2,https://alpha.midjourney.com/jobs/ef758448-e6c6-4375-a43a-ca7ef038fb25?index=0,https://alpha.midjourney.com/jobs/4ebf7027-ca2f-44a2-9f30-1afa66999935?index=3,https://alpha.midjourney.com/jobs/49574fbd-fd5a-42b4-ba67-f1956f3a5a0d?index=1,https://alpha.midjourney.com/jobs/460856be-5a5a-4e01-880f-a9cc4ae12568?index=3,https://alpha.midjourney.com/jobs/b950d7fe-0373-44bc-876b-60878bbaa0ab?index=1,https://alpha.midjourney.com/jobs/284a6f4c-c46f-4a01-9341-585d947f44bd?index=1,https://alpha.midjourney.com/jobs/cb3ef15b-833e-4f93-9735-f5e82d3fc66a?index=0,https://alpha.midjourney.com/jobs/1c7bdaca-4cf8-4915-ae8e-aacfc7c209d2?index=3,
Scapegoat,Mortal,2,Animal,"When a friendly Unit with a 'Ritual' ability is deployed, you may bury this to copy that Unit's 'Ritual' ability.",Ritual,1,M,Common,,,,,,,,,,,
Ironstride Courser,Mortal,1,Animal Construct,Deploy: Choose one: - Each other friendly Unit in this Lane gets +1 Power. - Gain +3 Power.,"In the tumult of war, some tasks demand the relentless charge of reinforced steel.",3,"M, M, ?, ?, ?, ?",Common,"horse made out of rusted swords, living metal, unreal fog, glowing from within",https://alpha.midjourney.com/jobs/8d1657bf-8d7f-4836-b474-5c1cff1916c0?index=2,https://alpha.midjourney.com/jobs/fdf1b8f9-ccc0-4aaa-8191-4fab233512d4?index=0,https://alpha.midjourney.com/jobs/54b00b16-65a7-4baa-b8e3-37fd71f85d8f?index=3,https://alpha.midjourney.com/jobs/a70a1341-a55b-41e0-af0e-c975f47bf9b4?index=0,https://alpha.midjourney.com/jobs/81588d14-ce8b-416b-ab7d-351ff14b045b?index=1,,,,,
Pocket Dragon,Mortal,1,Dragon,Deploy: Choose one: - You may move an adjacent friendly Unit. - Draw a Card.,"In the tranquility of his mundane home, this tiny dragon frolics, a creature more akin to playful pet than fearsome beast.",2,"M, M, ?, ?",Common,"pocket drake, tiny dragon, cute small blue baby dragon sitting in a shattered amphora",https://alpha.midjourney.com/jobs/4ff343f0-4546-4f8f-bb97-7214850f4953?index=1,https://alpha.midjourney.com/jobs/4ff343f0-4546-4f8f-bb97-7214850f4953?index=3,https://alpha.midjourney.com/jobs/f73f0149-0f46-4732-a763-e53b93a1af4c?index=2,https://alpha.midjourney.com/jobs/c05760f1-f3cd-41ec-8511-d7268f2ece64?index=3,https://alpha.midjourney.com/jobs/c05760f1-f3cd-41ec-8511-d7268f2ece64?index=0,https://alpha.midjourney.com/jobs/c05760f1-f3cd-41ec-8511-d7268f2ece64?index=2,https://alpha.midjourney.com/jobs/14c4af69-8e71-4174-ab81-7b2daa2c165f?index=3,,,
Prime Golem,Mortal,1,Construct,Deploy: Move a friendly Construct Unit in this Lane.,"From the world's earliest tales, this colossal guardian emerges, embodying the enduring legacy of its first creators.",4,"M, ?, ?, ?",Common,"prime stone magical being, orange eyes, stocky rocky stone, rough shape",https://alpha.midjourney.com/jobs/60b4cdd1-0eb4-42fa-9e84-240b001d2af7?index=1,https://alpha.midjourney.com/jobs/ffb1e104-375b-4f63-8128-521e20f32108?index=3,https://alpha.midjourney.com/jobs/cd68eca5-b2a0-4c1c-8754-be10ef5594c4?index=2,https://alpha.midjourney.com/jobs/cd68eca5-b2a0-4c1c-8754-be10ef5594c4?index=0,https://alpha.midjourney.com/jobs/2627db62-ac7f-48d3-8657-931ef0586217?index=0,,,,,
Siegebreaker,Mortal,1,Animal Warrior,"Deploy: If you have another Warrior Unit, gain Ward.",An unstoppable juggernaut under the Empire's banner.,6,"M, M, M, ?",Common,"Siege breaker, armored war rhino, ancient roman, on all fours",https://alpha.midjourney.com/jobs/9978fdf6-d358-4abc-9d71-d32a8d78e40a?index=1,https://alpha.midjourney.com/jobs/0e512ffb-8345-4946-84e7-5131a9bbf7ae?index=2,https://alpha.midjourney.com/jobs/0e512ffb-8345-4946-84e7-5131a9bbf7ae?index=0,https://alpha.midjourney.com/jobs/71ad0300-4ba1-428b-8822-b9eb4533ed5b?index=2,https://alpha.midjourney.com/jobs/f1e95a77-2ca1-473a-a951-6d24ac381780?index=0,https://alpha.midjourney.com/jobs/f1e95a77-2ca1-473a-a951-6d24ac381780?index=1,,,,
Surly Donkey,Mortal,2,Animal,Deploy: Gain Taunt. Another friendly Mortal Unit with the lowest Power in this Lane gets +2 Power.,"A grumbling companion on many a journey, its stubbornness is as legendary as its burden-bearing resilience.",1,"M, ?",Common,,,,,,,,,,,
The Grand Ruiner,Mortal,2,Construct Warrior,"Deploy: Gain Ward. Whenever a friendly Unit ascends, that Unit gains +4 Power.",Ascend,6,"M, M, ?, ?, ?, ?",Rare,,,,,,,,,,,
Snow Crane,Mortal,1,Animal,Deploy: Draw a Card.,Its elegant presence blesses the new year with hopes of prosperity and vitality.,2,"M, M",Common,"snow crane, bird",https://alpha.midjourney.com/jobs/f49f8020-8320-4fdc-ae76-8030c07ee2b5?index=0,https://alpha.midjourney.com/jobs/7f3fc151-552c-4fdc-8562-e0fb8c45fd4e?index=1,https://alpha.midjourney.com/jobs/2d0e2890-33fe-48d4-b23e-7e57b1b55461?index=3,https://alpha.midjourney.com/jobs/c4613f86-a57d-47d7-a262-96719837ce9c?index=1,https://alpha.midjourney.com/jobs/2d0e2890-33fe-48d4-b23e-7e57b1b55461?index=2,,,,,
Trading Post Camel,Mortal,2,Animal Warrior,Ascend: Mortal.,Ascend,1,M,Common,,,,,,,,,,,
Stormforged Recruit,Mortal,1,Human Warrior,Ally of Mortal: Gain +3 Power.,"Baptized in rain and thunder, from the chaos of war emerged a true hero.",1,"M, ?",Common,"stormforged recruit, young knave walking through hailstorm, lost, determined",https://alpha.midjourney.com/jobs/1c4b3aa0-24ce-4b0d-932d-a4ef2357ffd3?index=3,https://alpha.midjourney.com/jobs/f7f3688f-3853-44d1-bca6-d995d6876cc0?index=3,https://alpha.midjourney.com/jobs/a7bc418c-0990-4a3f-bc7d-3afbdf436f51?index=3,https://alpha.midjourney.com/jobs/e18914ea-b88b-4850-b270-9a974e0f9c38?index=3,https://alpha.midjourney.com/jobs/cad89887-2107-4a4a-a838-1f9e91e99c08?index=3,https://alpha.midjourney.com/jobs/cad89887-2107-4a4a-a838-1f9e91e99c08?index=0,https://alpha.midjourney.com/jobs/4472fa6e-c6fb-4157-b854-c8e1d2b42995?index=3,,,
Supply Camel,Mortal,1,Animal Warrior,Deploy: A friendly Animal or Warrior in this Lane gains +3 Power.,"Carrying the weight of war, one step at a time.",0,"M, ?, ?, ?",Common,"supply camel, camel loaded with goods",https://alpha.midjourney.com/jobs/c9d4bd01-17d8-4d2f-9739-b9d56ab0d774?index=2,https://alpha.midjourney.com/jobs/c9d4bd01-17d8-4d2f-9739-b9d56ab0d774?index=0,https://alpha.midjourney.com/jobs/1896af7e-08b8-4744-8b7a-ffb98cf9d3de?index=1,https://alpha.midjourney.com/jobs/6a68bc3e-bd7f-4880-954d-ff357e0580c0?index=2,https://alpha.midjourney.com/jobs/8300a565-8179-4b9c-9445-18cd11e30feb?index=2,,,,,
Trusty Companion,Mortal,1,Animal,Ally of Human: Draw a Card and gain Fear.,"At a soldier's side, steadfast and brave, this canine heart knows no fear, only loyalty.",2,"M, ?, ?",Common,"trusty companion, ancient roman bulldog, animal, armored, determined",https://alpha.midjourney.com/jobs/7953e818-8128-4a30-b696-521dc3af66e0?index=2,https://alpha.midjourney.com/jobs/8eec2fb9-6cc5-4526-b1b2-63f80ac65f95?index=1,,,,,,,,
Bloodfleet Raider,Mortal,1,Human Hunter,"Whenever a friendly Unit is deployed adjacently, gain Taunt.","With a laugh in the face of danger and a toast to the thrill of the sea, he raids under the Bloodfleet's flag, where freedom is the greatest treasure.",4,"M, M, ?, ?",Uncommon,"bloodfleet raider, determined, asian pirate, red sash, torch",https://alpha.midjourney.com/jobs/aa227e04-65dd-48c2-abfd-6e6fa6008da2?index=0,https://alpha.midjourney.com/jobs/aa227e04-65dd-48c2-abfd-6e6fa6008da2?index=3,https://alpha.midjourney.com/jobs/b4c3f4b0-05dc-4917-a882-3e522fb1d744?index=3,https://alpha.midjourney.com/jobs/b4c3f4b0-05dc-4917-a882-3e522fb1d744?index=1,https://alpha.midjourney.com/jobs/af6bbace-c1a5-4a89-859d-e260f362a5a4?index=2,https://alpha.midjourney.com/jobs/18828197-cdfc-419a-ae08-acae2277df70?index=1,https://alpha.midjourney.com/jobs/18828197-cdfc-419a-ae08-acae2277df70?index=0,,,
Caring Mother,Mortal,1,Human,Crystallize and Deploy: Another friendly Human Unit gains +2 Power.,"Her gentle lullabies echo promises of greatness, cradled in the heart of the city's forgotten streets.",1,"M, ?",Uncommon,"caring mother, ancient roman woman holding her child in arms",https://alpha.midjourney.com/jobs/058ca6a3-cba6-4255-a098-e15d86ecc1d3?index=3,https://alpha.midjourney.com/jobs/a770b241-fcb3-4872-830b-d7c0ffd5ae73?index=3,https://alpha.midjourney.com/jobs/1702a29f-fe1f-40f0-aeb3-2892a3f1c0bc?index=2,,,,,,,
Wayward Automaton,Mortal,2,Construct Hunter,Deploy: Glimpse equal to the number of buried Units.,"Every arrow it loosed flew awry, a spectacle of failed ambition. Now, it walks the battlefield, an arsenal on legs, indispensable in its own way.",5,"M, M, ?, ?, ?",Common,,,,,,,,,,,
Battle Ant Dreadnought,Mortal Nature,2,Insect Warrior,"Deploy and Start of your Turn: Randomly gain either Ward, Taunt, Fear.",Ascend,7,"M, N, N, ?, ?, ?",Uncommon,,,,,,,,,,,
Dojo Drill Instructor,Mortal,1,Construct Warrior,Deploy: Draw the top Warrior from your Deck. Shuffle your Deck.,Its gears and circuits teach more than combat; they instill discipline that outlasts steel.,2,"M, ?, ?",Uncommon,"dojo drill instructor, ancient japanese robot",https://alpha.midjourney.com/jobs/ce889b3b-91f9-4ff2-add2-e60285c57b17?index=1,https://alpha.midjourney.com/jobs/b2dbb6cd-e386-4a06-bf27-555adcb9d763?index=2,https://alpha.midjourney.com/jobs/7de8364c-0f5a-4d7b-b841-1f453c148129?index=0,,,,,,,
Rune Whisperer,Mortal Nature,2,Spirit,Deploy: You may return a friendly Crystal to your Hand to crystallize a Card from your Hand.,"With each ethereal touch, it awakens the ancient scripts, a bridge between the Shards and the arcane truths they hold.",3,"M, N, ?, ?",Uncommon,,,,,,,,,,,
Ironclad Jailwalker,Mortal,1,Construct,Conquer: Your Opponent buries one of their Units in the conquered Lane.,"Neither walls nor bars, but a walking prison, relentless in its pursuit of order.",2,"M, M, ?, ?",Uncommon,"Ironclad jailwalker, ancient mech, walking jailcell, action shot, huge robot, prisoner imprisoned in belly behind prison bars",https://alpha.midjourney.com/jobs/8cc237fc-a571-4903-b553-94f9efeddb14?index=1,https://alpha.midjourney.com/jobs/8cc237fc-a571-4903-b553-94f9efeddb14?index=2,https://alpha.midjourney.com/jobs/1ba85f4c-e36a-405c-84dd-450c9b836a2a?index=0,https://alpha.midjourney.com/jobs/d8f42a0c-63c6-40cf-9275-6ffc2157f99f?index=1,https://alpha.midjourney.com/jobs/e6884d89-a8ec-43ec-85a8-dcc30ca69669?index=3,,,,,
The Holy Chicken,Mortal Nature,2,Animal Spirit,"Crystallize: Choose a Realm. Until end of your Turn, all your Crystals also become Crystals of that Realm.",????????,2,"M, N, ?",Uncommon,,,,,,,,,,,
The Life Tree,Mortal Nature,2,Plant,Start of your Turn: An adjacent Unit with lower Power than this gains +1 Power.,,3,"M, N, ?, ?",Uncommon,,,,,,,,,,,
Rampart Shellback,Mortal,1,Dinosaur Warrior,Conquer: Double the Power of an adjacent friendly Unit.,Ankylosaurus,3,"M, M, ?, ?",Uncommon,"ankylosaurus, bronze scales",https://alpha.midjourney.com/jobs/beade48b-dfc3-4b0d-a7b3-e813a507b363?index=0,https://alpha.midjourney.com/jobs/aff786fd-7fc1-4a2d-9343-59060d86249f?index=0,https://alpha.midjourney.com/jobs/3a69abc9-4dbb-4de3-8916-1f75f4991dac?index=3,https://alpha.midjourney.com/jobs/5c6c381c-6392-4f21-a9e1-c5126a4d283d?index=2,https://alpha.midjourney.com/jobs/9782e556-bad6-4ad2-9833-8d831131a5eb?index=1,https://alpha.midjourney.com/jobs/939e6242-52c0-48ac-b399-3e52fec2a04a?index=0,https://alpha.midjourney.com/jobs/b1d61053-bd99-4609-9c8c-ba7d1af8873a?index=2,https://alpha.midjourney.com/jobs/cbeba22e-057c-463e-8a6c-d84fec4e4147?index=0,,
Zodiac Samurai,Mortal Nature,2,Human Warrior,Deploy: Gain Ward. Gain +1 Power for each Animal.,"Bearing the might of the zodiac's beasts, his swordplay echoes the patterns written in the night sky.",3,"M, N, ?, ?",Uncommon,,,,,,,,,,,
Scalehide Trapper,Mortal,1,Human Hunter,Ambush: An enemy Unit with 6 or more Power was deployed adjacently this Turn. Unearth: Bury an adjacent enemy Unit.,"Against the backdrop of roaring giants, his silent patience weaves the web that brings titans to their knees.",3,"M, ?, ?, ?",Uncommon,"ancient roman hunter with a mantle made of lizard scales, hiding in ambush with his giant petmagical ice lizard, in the snowy mountains, kneeling",https://alpha.midjourney.com/jobs/2ba47d27-dbef-49be-8e14-890b895409a3?index=2,https://alpha.midjourney.com/jobs/c6991389-b3bd-41f0-94f8-3a128fa5ced1?index=3,https://alpha.midjourney.com/jobs/5bd0ca22-a83a-414a-9139-c2092a485671?index=1,https://alpha.midjourney.com/jobs/22a8f992-981f-46f6-9814-6acd4fd78883?index=2,https://alpha.midjourney.com/jobs/e9ced58e-d729-4c3b-b959-01736c8f312f?index=1,https://alpha.midjourney.com/jobs/a40c6919-d2e2-4cdd-a1de-4ce6a532def9?index=3,https://alpha.midjourney.com/jobs/9d1c0ad9-d7ac-48b5-8887-39cdbcde27cd?index=2,https://alpha.midjourney.com/jobs/08e98d57-c82d-41bf-974e-2594723e8387?index=3,https://alpha.midjourney.com/jobs/8edd484f-1cb1-4f1f-933e-b6506442c848?index=1,https://alpha.midjourney.com/jobs/cd0955a7-8a85-43d7-97b8-c639bd21502c?index=3
Crescent Oracle,Mortal Void,2,Human,Deploy: Choose one: You may bury a Crystal. - You may unearth a Crystal.,Empty Crystal,3,"M, V, ?, ?",Uncommon,,,,,,,,,,,
Trapmaster,Mortal,1,Human Hunter,Deploy: Copy the 'Unearth' ability of a friendly Unit.,"In the game of predator and prey, she crafts her cunning into every snare, her ambition as boundless as the wilds.",2,"M, M, ?",Uncommon,"blind ancient mongolian hunter female crime boss with embroided cloth covering her eyes wearing pelts flanked by her two magical ice mastiff dogs with blue glowing eyes, in the snowy mountains, action shot, holding a spear",https://alpha.midjourney.com/jobs/2a3b4bb4-107d-4a0e-82e5-32c1dc607528?index=0,https://alpha.midjourney.com/jobs/1b7457f5-ab2d-4751-b1f3-3957be5a28c2?index=2,https://alpha.midjourney.com/jobs/d5d7a3d8-bc57-4d5e-9030-e092ef28934d?index=1,https://alpha.midjourney.com/jobs/d75ae876-16de-4a4f-80fb-098c3204e2e3?index=2,https://alpha.midjourney.com/jobs/834cdaa2-b2f5-4156-998e-506a5ca68984?index=2,https://alpha.midjourney.com/jobs/104896b4-1644-44c0-97cb-a115a5a27f3b?index=0,https://alpha.midjourney.com/jobs/d04ef1e9-013f-4c58-8d1d-7d6410f55644?index=3,https://alpha.midjourney.com/jobs/b1a05e1b-d3e7-4c3b-8a21-e208cfcab472?index=0,https://alpha.midjourney.com/jobs/32c69796-a1fc-4d40-86e1-8b215a05bb23?index=0,
Gemcrazed Clown,Mortal Void,2,Demon Wizard,Deploy: You may unearth a Crystal to draw a Card.,Empty Crystal,3,"M, V, ?",Uncommon,,,,,,,,,,,
Augur of the Moonspear,Mortal,1,Spirit Warrior,Crystallize: A friendly Unit becomes a Warrior Unit until end of turn. Deploy: Gain +1 Power for each adjacent Warrior.,,4,"M, M, ?, ?, ?",Uncommon,"augur wearing laquered blue shoulderplates with soothsaying, blue haze spirit energy",https://alpha.midjourney.com/jobs/f708086f-145d-4ad0-9476-e5c3de78f661?index=3,https://alpha.midjourney.com/jobs/ca45b97d-ac28-459d-8fb9-5efff2a635e4?index=0,https://alpha.midjourney.com/jobs/ca45b97d-ac28-459d-8fb9-5efff2a635e4?index=1,https://alpha.midjourney.com/jobs/aee22cf0-e1c9-45a5-a846-dba786d16a8c?index=2,https://alpha.midjourney.com/jobs/80b0da3a-75e9-4521-9a8a-d80a02376aef?index=3,https://alpha.midjourney.com/jobs/6449d263-572c-48fd-abea-49b336ed533e?index=0,https://alpha.midjourney.com/jobs/6aaaa00b-e42b-42c5-ba0e-45f3ec7aae7e?index=2,https://alpha.midjourney.com/jobs/6aaaa00b-e42b-42c5-ba0e-45f3ec7aae7e?index=1,,
Sanguine Student,Mortal Void,2,Human Undead,Ally of Void: Bury an adjacent enemy Common Unit.,"Once a scion of privilege, now a student of the night, he sharpens his fangs on the unsuspecting, building his dark legacy.",2,"M, V, ?, ?",Uncommon,,,,,,,,,,,
Shade in the Alley,Mortal Void,2,Demon Human,"Ambush: This Turn, your Opponent conquered this Lane. Unearth: Bury an enemy Unit with the lowest Power in this Lane.",,3,"M, V, ?, ?, ?",Uncommon,,,,,,,,,,,
Vindictive Forsaken,Mortal Void,2,Undead,"Whenever a Common Unit is deployed adjacently, bury a friendly Crystal.",,7,"M, V, V, ?, ?, ?",Uncommon,,,,,,,,,,,
Willing Sacrifice,Mortal Void,2,Human,Start of your Turn: You may bury this to draw the top Rare Unit from your Deck. Shuffle your Deck.,,1,"M, V",Common,,,,,,,,,,,
Bloodfleet Harpooneer,Mortal,1,Human Hunter,Deploy: Gain Fear. Bury an adjacent Unit.,"A terror of the deep, he and his leviathan companion embody the ruthless spirit of the sea's most notorious pirates.",2,"M, M, ?, ?, ?",Rare,,,,,,,,,,,
Gold Colibri,Mortal,1,Animal Construct,Deploy: Every friendly Crystal becomes all Realms until the end of your next Turn.,"A mechanical marvel, blending art and whimsy in its flight.",3,"M, ?, ?",Rare,,,,,,,,,,,
Greedy Senator,Mortal,1,Human,Deploy: Bury each friendly Unit in this Lane to gain its Power.,"For personal gain, he'd unbalance the scales of power.",4,"M, M, ?, ?",Rare,,,,,,,,,,,
Armordillo,Nature,2,Animal,Ascend: Nature. Deploy: Gain Taunt and +3 Power.,Ascend,0,"N, ?",Rare,,,,,,,,,,,
Paragon of Conquest,Mortal,1,Human Warrior,"Conquer: If you have Units with a total Power of 40 or more in this Lane, you win the Game.",Lead,7,"M, M, M, ?, ?, ?",Rare,,,,,,,,,,,
Tilling Yoke Beast,Mortal,1,Dinosaur,"Whenever you crystallize a Mortal Crystal, another friendly Unit gains +2 Power.",Ordinary beasts cause only an ordinary harvest.,6,"M, M, ?, ?, ?, ?",Rare,,,,,,,,,,,
Blossombeast,Nature,2,Animal Plant,"Deploy: If you have 12 or fewer Cards in your Deck, gain +3 Power. If you have more than 6 Crystals, gain +3 Power. If you have more than 4 Cards in Hand, gain +3 Power.",Deck,3,"N, N, ?, ?",Rare,,,,,,,,,,,
Bug Curator,Nature,2,Human,Deploy: Draw the top Insect from your Deck. Shuffle your Deck.,"In his care, the smallest creatures find grand purpose, each insect a piece in his ever-growing collection.",2,"N, ?, ?",Uncommon,,,,,,,,,,,
Buzzing Hivetitan,Nature,2,Dinosaur Insect,Crystallize: Unleash <?><?><?>: You may deploy an Insect from your Hand.,Insects,5,"N, N, ?, ?, ?, ?",Uncommon,,,,,,,,,,,
Caleidoscope Spider,Nature,2,Insect Hunter,Ambush: An enemy Unit moved or gained Power this Turn. Unearth: Cleanse an enemy Unit.,Remote,4,"N, N, ?, ?",Common,,,,,,,,,,,
Cinderguard Emberblade,Mortal,1,Human Warrior,Deploy: Choose a friendly Warrior Unit. You may bury an enemy Unit adjacent to the chosen if that Unit has lower Power than the Warrior.,,7,"M, M, M, ?, ?, ?",Rare,,,,,,,,,,,
Senatorial Phalanx,Mortal,1,Construct Warrior,"Conquer: Draw the top two Humans of your Deck that do not share a Realm. Then, shuffle your Deck.",,3,"M, ?",Rare,,,,,,,,,,,
Ferromancer,Mortal,1,Human Wizard,Deploy and Ally of Construct: You may copy the ability of a friendly Construct.,,2,M,Rare,,https://alpha.midjourney.com/jobs/a407a34c-2a7a-47d2-858a-c385875cdc0c?index=0,,,,,,,,,
Frontier Centurion,Mortal,1,Human Warrior,,"Beyond the empire's walls, his blade draws the line.",5,"M, ?, ?, ?, ?",Common,"frontier centurion, rough, scarred",https://alpha.midjourney.com/jobs/e9cfddb2-74e8-4821-93ef-db5a57e9c0e6?index=1,https://alpha.midjourney.com/jobs/3bf3147f-0874-4e69-a5cf-babf4744fc51?index=3,https://alpha.midjourney.com/jobs/37b0498c-4b19-4c10-b0ef-756203163b3f?index=2,https://alpha.midjourney.com/jobs/7f83f9df-7679-4c80-af2f-aaa0f9a41c1e?index=0,https://alpha.midjourney.com/jobs/b4e6f87d-bee5-4e2c-bc71-25002b90cf7b?index=3,https://alpha.midjourney.com/jobs/b4e6f87d-bee5-4e2c-bc71-25002b90cf7b?index=2,https://alpha.midjourney.com/jobs/22a34a29-1762-4b99-a1b7-f4960f0961b3?index=0,,,
